participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.anagram_question1,player.distanceScale_before,player.overlapScale_before,player.anagram_question1_solution,player.anagram_hidden,player.anagram_score,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
5,gr4x4vkh,,0,28,27,conclusion,1,Results,127.0.0.1,2017-08-31 19:48:18.266651+00:00,0,1,A3TBCTYF40TXSH,3TXMY6UCAFWV6I3SN45D1TYMHGYCQA,138,5,,4,1,a__d,,,0,1,1,wqrygjn5,,,39TX062QX1WOGVARQMK2DEU144B3XH,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
6,nzhqn67k,,0,28,27,conclusion,1,Results,127.0.0.1,2017-08-31 19:49:32.832387+00:00,0,1,,,0,6,,,,a__d,,,0,1,1,wqrygjn5,,,39TX062QX1WOGVARQMK2DEU144B3XH,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
7,t27xr3l3,,0,28,27,conclusion,1,Results,127.0.0.1,2017-08-31 19:49:32.851386+00:00,0,1,,,0,7,,,,a__d,,,0,1,1,wqrygjn5,,,39TX062QX1WOGVARQMK2DEU144B3XH,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
8,v7lm9vc0,,0,28,27,conclusion,1,Results,127.0.0.1,2017-08-31 19:49:32.868399+00:00,0,1,,,0,8,,,,a__d,,,0,1,1,wqrygjn5,,,39TX062QX1WOGVARQMK2DEU144B3XH,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
9,4yib5cvr,,0,28,27,conclusion,1,Results,127.0.0.1,2017-08-31 19:49:32.884780+00:00,0,1,,,0,9,,,,a__d,,,0,1,1,wqrygjn5,,,39TX062QX1WOGVARQMK2DEU144B3XH,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
10,74wko1sn,,0,28,27,conclusion,1,Results,127.0.0.1,2017-08-31 19:49:32.901859+00:00,0,1,,,0,10,,,,a__d,,,0,1,1,wqrygjn5,,,39TX062QX1WOGVARQMK2DEU144B3XH,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
1,9kxcvnmo,,0,33,32,conclusion,1,Results,127.0.0.1,2017-08-31 21:11:33.062725+00:00,0,1,A3GUUW46FNRMS3,3Z3ZLGNNSJ27TI79UBUC8QUSB4RQ3Y,49,1,a__d,119,100,a__d,5,1,0,1,1,oi2esved,,,3CMIQF80GNY34HWXNAN8Q9ASHSSQ6F,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
2,vhs76pfu,,0,33,32,conclusion,1,Results,127.0.0.1,2017-08-31 21:11:53.095260+00:00,0,1,A3QMAS3KVQTPW0,3DUZQ9U6SNW3I7O56PPNML1CKC5SVM,228,2,a__d,79,79,a__d,5,1,0,1,1,oi2esved,,,3CMIQF80GNY34HWXNAN8Q9ASHSSQ6F,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
3,ul8zfmtd,,0,33,32,conclusion,1,Results,127.0.0.1,2017-08-31 21:11:58.042894+00:00,0,1,A1HMZJ59OPLD1P,3300DTYQT3PA3GN6JVB8RHYP2THQEP,181,3,a__d,21,12,a__d,5,1,0,1,1,oi2esved,,,3CMIQF80GNY34HWXNAN8Q9ASHSSQ6F,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
4,l6lzesgn,,0,33,32,conclusion,1,Results,127.0.0.1,2017-08-31 21:13:45.634675+00:00,0,1,,,0,4,,,,a__d,,,0,1,1,oi2esved,,,3CMIQF80GNY34HWXNAN8Q9ASHSSQ6F,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
5,hknrdnzm,,0,33,32,conclusion,1,Results,127.0.0.1,2017-08-31 21:13:45.654874+00:00,0,1,,,0,5,,,,a__d,,,0,1,1,oi2esved,,,3CMIQF80GNY34HWXNAN8Q9ASHSSQ6F,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
6,wes8nkx5,,0,33,32,conclusion,1,Results,127.0.0.1,2017-08-31 21:13:45.672230+00:00,0,1,,,0,6,,,,a__d,,,0,1,1,oi2esved,,,3CMIQF80GNY34HWXNAN8Q9ASHSSQ6F,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
7,dtsikcg6,,0,33,32,conclusion,1,Results,127.0.0.1,2017-08-31 21:13:45.688803+00:00,0,1,,,0,7,,,,a__d,,,0,1,1,oi2esved,,,3CMIQF80GNY34HWXNAN8Q9ASHSSQ6F,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
8,9qkdhkk3,,0,33,32,conclusion,1,Results,127.0.0.1,2017-08-31 21:13:45.705514+00:00,0,1,,,0,8,,,,a__d,,,0,1,1,oi2esved,,,3CMIQF80GNY34HWXNAN8Q9ASHSSQ6F,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
9,1rs2p7z0,,0,33,32,conclusion,1,Results,127.0.0.1,2017-08-31 21:13:45.722261+00:00,0,1,,,0,9,,,,a__d,,,0,1,1,oi2esved,,,3CMIQF80GNY34HWXNAN8Q9ASHSSQ6F,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
10,czbghos1,,0,33,32,conclusion,1,Results,127.0.0.1,2017-08-31 21:13:45.739006+00:00,0,1,,,0,10,,,,a__d,,,0,1,1,oi2esved,,,3CMIQF80GNY34HWXNAN8Q9ASHSSQ6F,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
1,3sn3oj3k,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-05 21:41:17.840912+00:00,0,1,,,5,1,a__d,9999,9999,a__d,5,1,0,1,1,h1zd5gjn,,,,,,1
2,xm5k6hf2,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-05 21:41:18.987213+00:00,0,1,,,163,2,a__d,-10,0,a__d,5,1,0,1,1,h1zd5gjn,,,,,,1
3,9sj5y3uc,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-05 21:41:20.299440+00:00,0,1,,,0,3,,,,a__d,,,0,1,1,h1zd5gjn,,,,,,1
1,buesmn07,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:45:17.136242+00:00,0,1,A2VRDE2FHCBMF8,3GU1KF0O4J9RW1A79RUTQ42UUREBPX,373,1,a__d,17,9,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
2,1y0vdy34,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:45:27.276466+00:00,0,1,A3D2SUT0WZXWH2,33PPUNGG39D8QCT2SXELHH9CMCNZRI,306,2,a__d,125,100,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
3,srtf7i08,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:45:28.953303+00:00,0,1,A2YE2I9DYV9OKW,3YMTUJH0DTO53UI5BTTQN0XL92I4TP,260,3,a__d,24,15,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
4,4tditzk5,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:45:33.253569+00:00,0,1,AY9ZVK32I1P1L,33LK57MYLUDKRRTF7MEQ7RE88E6ZS6,317,4,a__d,9999,9999,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
5,515yfwm0,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:45:33.835086+00:00,0,1,A2C4VDQC5HQ1YP,3PW9OPU9PRSURWR95WQSOFHSX5V21I,284,5,a__d,21,12,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
6,xw79yj68,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:46:21.457395+00:00,0,1,A2QM9AG79I9GTE,3RSDURM96BUJCIESA5S2431R1TUEYU,257,6,a__d,-100,0,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
7,2to1e7tl,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:46:25.167566+00:00,0,1,A2EZNZ6X58RTNR,3180JW2OT5KTLAQ0D4YWQMGQBWM5JQ,258,7,a__d,58,52,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
8,xfj0xb1j,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:46:39.785726+00:00,0,1,A23QWTFGXFJHS7,37WLF8U1WQYKFYWW088DJ7U3MGXK6K,83,8,,0,0,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
9,nskinwk8,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:46:57.655925+00:00,0,1,A20ALQT1HIVSAH,3UNH76FOCTDHO665R3GLHB60AVLMYR,34,9,,50,42,a__d,0,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
10,6p67bj6v,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:48:14.757654+00:00,0,1,A2IPO6UJZDIQ91,36WLNQG780INZALH0DEIWS3QGKCBEC,83,10,a__d,-10,0,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
11,8mlpwl3a,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:48:19.521246+00:00,0,1,A3HDMR3ZFQVT7B,3NPI0JQDAPDRSN4O9DLEQY8G0YEPT1,74,11,,0,0,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
12,76gyjjir,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:49:36.026410+00:00,0,1,A3PPRVK6XK6GP5,3KAKFY4PGVAUCKJQH3P3ZO36KM73IP,210,12,a__d,8,3,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
13,g6ufcly3,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:49:38.244294+00:00,0,1,A1K75ALN5NQIJM,3NG53N1RLWR8U3C06FAJZ2CTMLTP8C,211,13,a__d,23,14,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
14,dqbggpdx,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:50:22.152537+00:00,0,1,A1VVR9MA1P9HWJ,3PJUZCGDJ7ON2GWTPQEMDCCEHIC984,62,14,,0,0,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
15,yjbw8ros,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:50:24.594633+00:00,0,1,A1SVMRA5E2S552,37WLF8U1WQYKFYWW088DJ7U3MGXK6K,280,15,a__d,22,13,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
16,42idg9o3,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:51:00.358186+00:00,0,1,A327T97T92CZME,3Z7VU45IPZPKX7ULU3Z6BQRZIFV1ZS,0,16,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
17,p3sv0evt,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:51:36.326481+00:00,0,1,A2GTL8ODM5JYA2,3H0W84IWBLAAFH26WA08W78UY7GERV,53,17,,9999,9999,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
18,41s7yj8y,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:51:54.207858+00:00,0,1,A2UHF7UL7G0Y78,3N2BF7Y2VR2V2BGGH3CXVBBXK09HMQ,282,18,a__d,1,0,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
19,sz3xii8e,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:53:14.279523+00:00,0,1,A2VK3O6PUGN370,3VSOLARPKCH11JQND9JQMV431WK396,290,19,a__d,125,100,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
20,950ykzm1,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:54:31.149904+00:00,0,1,AF2GUPXX9MYSS,3ZSY5X72NYJWR8FVQO341J2829MOR9,204,20,a__d,16,8,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
21,4xkkedce,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:55:55.712130+00:00,0,1,A3NUUMIAEIAN5,3U0SRXB7CEDE9NFJP93RMU23CZHRNX,288,21,a__d,9,3,a__d,5,1,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
22,5luspg1d,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.606964+00:00,0,1,,,0,22,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
23,wetbic8w,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.624650+00:00,0,1,,,0,23,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
24,zxiety6h,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.643517+00:00,0,1,,,0,24,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
25,1qc246ej,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.659044+00:00,0,1,,,0,25,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
26,z0rau7hl,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.674870+00:00,0,1,,,0,26,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
27,nlqglk51,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.690365+00:00,0,1,,,0,27,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
28,pvy7m3l4,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.706372+00:00,0,1,,,0,28,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
29,b3uztj6x,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.721691+00:00,0,1,,,0,29,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
30,w68vdd0h,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.737372+00:00,0,1,,,0,30,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
31,yxrn8oxt,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.752975+00:00,0,1,,,0,31,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
32,vot9kehh,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.768743+00:00,0,1,,,0,32,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
33,mnufyam9,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.784162+00:00,0,1,,,0,33,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
34,1krm626u,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.799853+00:00,0,1,,,0,34,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
35,2p37k7ie,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.815421+00:00,0,1,,,0,35,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
36,2luorra1,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.831095+00:00,0,1,,,0,36,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
37,iheyajoy,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.846273+00:00,0,1,,,0,37,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
38,fclsu8wg,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.862381+00:00,0,1,,,0,38,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
39,xk1vh9w9,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.877637+00:00,0,1,,,0,39,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
40,yly7zfg8,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-07 16:56:11.893827+00:00,0,1,,,0,40,,,,a__d,,,0,1,1,2m9rd2cp,,,3OWZNK3RYLX7E9KDHHVAAXQ55M8U2C,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
1,02psqye7,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:17:37.246247+00:00,0,1,A273UXG2ZPS525,3J88R45B2H6Y94D8ENMBF1TMDZBPX3,0,1,,,,a__d,,,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
2,atiocivk,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:17:39.587172+00:00,0,1,AUBB8KU9XV2R8,3CPLWGV3MP785NJXVS35V9296HJN9M,240,2,a__d,120,100,a__d,5,1,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
3,gk7az5nq,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:17:48.170844+00:00,0,1,A1EN9IMH5K6QQ6,3U8YCDAGXQOBCQ8CBOCT6SWL8OCQ00,270,3,a__d,125,100,a__d,5,1,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
4,mtww4dnj,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:17:54.849015+00:00,0,1,A2CF515SFZOAXU,3P529IW9KZTRIX7PM1NISDKV4KELFA,0,4,,,,a__d,,,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
5,39r63lpk,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:18:04.496945+00:00,0,1,A3BBDCU69807T2,3F1567XTNXDT8KWPBKVMZ3XEBS6Q9C,277,5,a__d,48,40,a__d,5,1,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
6,q8fcmi7n,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:18:44.634625+00:00,0,1,A2K56J9POYUFCA,3PIWWX1FJKE1S95L262QRWZVT2QJJ9,270,6,a__d,125,100,a__d,5,1,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
7,hif8cv1o,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:18:47.264534+00:00,0,1,A2J3EH3NM0IGI5,3TK8OJTYM2T65F8DE8LTRGW1XO3VP6,56,7,,9999,9999,a__d,,,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
8,0z9vfhk5,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:18:57.802950+00:00,0,1,A3GFC0TORB3TDI,3WMOAN2SRC562UW0YT81NRR6X92VNA,69,8,,9999,9999,a__d,,,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
9,79yfq11x,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:19:14.956383+00:00,0,1,A2S834OHCORO1W,3U0SRXB7CEDE9NFJP93RMU23C3PNR9,66,9,,9999,9999,a__d,,,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
10,wnu0tref,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:19:17.044153+00:00,0,1,ANMXMEB55AGM6,3GD6L00D3T5KY0V2FE9C3OVQ3FLM1C,222,10,a__d,109,100,a__d,5,1,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
11,7z2tty51,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:19:29.509364+00:00,0,1,A3FOSM7GD8KNE7,3WMOAN2SRC562UW0YT81NRR6X92NV2,266,11,a__d,9999,9999,a__d,5,1,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
12,8bz60rll,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:19:40.144173+00:00,0,1,A2Z6NL0CTXY0ZB,3P59JYT76MSV0G3I7FA2UL0NPTVT21,279,12,a__d,2,0,a__d,5,1,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
13,1i29hd8x,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:20:11.217033+00:00,0,1,A26JYBJAGBV8YZ,3WSELTNVR4AK5JYMKU3H03JL1HNTA8,288,13,a__d,125,100,a__d,5,1,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
14,gjxoyv6c,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:20:48.242315+00:00,0,1,A1S2MN0E9BHPVA,3ZV9H2YQQEFCDF3V6KTI0FCEZ1E3WD,55,14,,0,0,a__d,,,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
15,j6xzz8th,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:20:51.823654+00:00,0,1,AMYRF1ZKAO6J,3YDTZAI2WYO4UA6W9A9GHUEQHO1410,236,15,a__d,125,100,a__d,5,1,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
16,f99eflum,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:21:15.021393+00:00,0,1,A3UVW94KB9UBAJ,3BC8WZX3V44ZOL7BIGK8VE7DD0ERR1,38,16,,125,100,a__d,0,,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
17,6v2plmhn,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:21:22.501644+00:00,0,1,A299J4PKHAEU9H,3ZSY5X72NYJWR8FVQO341J282DUROS,53,17,,0,0,a__d,,,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
18,4ecccqgs,,0,33,32,conclusion,1,Results,127.0.0.1,2017-09-08 14:21:29.492025+00:00,0,1,A3J5UWZM4ZZ1D6,3DPNQGW4LMNZ1W7TFGLXCQ57PZH46Y,188,18,a__d,9,4,a__d,5,1,0,1,1,31f1vzlc,,,3H1C3QRA01R3NVFTOA5BISDOVQICEF,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
